ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000102109.7	4	1	1	0	10	0	0	0
ENSG00000124466.8	0	0	0	0	1	0	0	0
ENSG00000225420.1	0	0	0	0	0	0	0	2
ENSG00000237883.1	0	0	0	0	0	0	2	2
ENSG00000257817.1	0	0	0	0	0	0	0	24
ENSG00000236047.1	0	0	0	0	0	0	2	0
ENSG00000185085.2	15	0	2	0	2	0	0	0
ENSG00000230667.4	0	0	0	0	0	0	1	0
ENSG00000066117.10	20	12	19	0	74	0	0	0
ENSG00000186231.12	0	0	0	0	12	0	0	0
ENSG00000257475.2	0	0	0	0	0	0	3	7
ENSG00000208772.1	0	0	0	0	0	0	23	0
ENSG00000106025.4	0	0	0	0	2	0	0	0
ENSG00000175538.6	1	0	0	0	1	0	0	0
ENSG00000134780.5	26	5	133	0	609	0	0	0
ENSG00000267804.1	0	0	0	0	0	0	18	0
ENSG00000065325.8	0	0	0	0	4	0	0	0
ENSG00000153443.8	42	114	61	0	116	0	0	0
ENSG00000254530.1	0	0	0	0	0	0	0	1
ENSG00000186106.7	1	9	5	0	51	0	0	0
ENSG00000164070.7	4	0	3	0	16	0	0	0
ENSG00000112053.9	0	0	0	0	1	0	0	0
ENSG00000109320.7	9	7	5	0	185	0	0	0
ENSG00000113971.14	12	0	0	0	128	0	9	48
ENSG00000230314.2	0	0	0	0	0	0	2	5
ENSG00000182500.7	3	1	0	0	47	0	0	0
ENSG00000096746.13	50	3	7	0	176	0	0	0
ENSG00000141295.9	26	24	29	0	45	0	0	0
ENSG00000106803.5	0	2	2	0	68	0	0	0
ENSG00000256667.2	0	0	0	0	0	0	2	7
ENSG00000267905.1	0	0	0	0	0	0	0	3
ENSG00000272871.1	0	0	0	0	0	0	1	0
ENSG00000188243.8	1	4	0	0	12	0	0	0
ENSG00000268595.1	0	0	0	0	0	0	0	1
ENSG00000141556.16	85	18	30	0	7471	0	0	0
ENSG00000088205.8	7	1	30	0	57	0	0	0
ENSG00000255508.3	0	0	0	0	0	0	88	83
ENSG00000212102.1	0	0	0	0	0	0	2	0
ENSG00000169583.12	0	0	0	0	1	0	0	0
ENSG00000235209.1	0	0	0	0	0	0	1	1
ENSG00000090432.5	1	0	12	0	6	0	0	0
ENSG00000137266.10	28	9	62	0	2506	0	0	0
ENSG00000122420.5	0	0	0	0	2	0	0	0
ENSG00000259569.2	0	0	0	0	0	0	1	0
ENSG00000170473.12	7	7	0	0	108	0	0	0
ENSG00000160471.8	0	0	0	0	2	0	0	0
ENSG00000149582.11	8	11	22	0	23	0	0	0
ENSG00000256594.3	0	0	0	0	0	0	1	11
ENSG00000183779.5	8	1	80	0	4	0	0	0
ENSG00000152495.6	0	0	0	0	1	0	0	0
ENSG00000236671.3	0	0	0	0	0	0	1	8
ENSG00000213199.3	1	0	0	0	2	0	0	0
ENSG00000262468.1	0	0	0	0	0	0	0	2
ENSG00000138604.5	1	0	2	0	132	0	0	0
ENSG00000091164.8	3	1	22	0	61	0	0	0
ENSG00000197446.4	0	0	0	0	1	0	0	0
ENSG00000232795.1	0	0	0	0	0	0	2	0
ENSG00000241790.2	0	0	0	0	0	0	1	0
ENSG00000174482.6	0	0	0	0	2	0	0	0
ENSG00000252695.1	0	0	0	0	0	0	3	0
ENSG00000139880.15	4	0	8	0	171	0	0	0
ENSG00000246334.2	0	0	0	0	0	0	16	100
ENSG00000184271.11	0	0	0	0	9	0	0	0
ENSG00000198624.8	5	0	9	0	102	0	0	0
ENSG00000251396.2	0	0	0	0	0	0	0	3
ENSG00000149609.5	0	0	0	0	0	0	2	0
ENSG00000060656.15	34	0	20	0	1466	0	0	0
ENSG00000181458.6	2	3	0	0	76	0	0	0
ENSG00000143156.9	1	1	0	0	100	0	0	0
ENSG00000272525.1	0	0	0	0	0	0	2	0
ENSG00000105202.3	33	0	4	0	78	0	0	0
ENSG00000144182.12	1	1	0	0	6	0	0	0
ENSG00000264920.1	0	0	0	0	0	0	8	0
ENSG00000272243.1	0	0	0	0	0	0	0	1
ENSG00000184012.7	0	0	2	0	29	0	0	0
ENSG00000139722.2	2	18	16	0	78	0	0	0
ENSG00000106591.3	3	0	1	0	5	0	0	0
ENSG00000228021.3	0	0	0	0	0	0	0	1
ENSG00000101188.4	0	0	0	0	3	0	0	0
ENSG00000177238.9	0	0	1	0	0	0	0	0
ENSG00000182502.2	0	0	0	0	0	0	0	1
ENSG00000237950.1	0	0	0	0	0	0	1	2
ENSG00000270006.1	0	0	0	0	0	0	2	0
ENSG00000233695.1	0	0	0	0	0	0	1	3
ENSG00000128590.4	0	3	3	0	6	0	0	0
ENSG00000058804.10	7	1	11	0	58	0	0	0
ENSG00000152726.14	0	0	0	0	1	0	0	0
ENSG00000270081.1	0	0	0	0	0	0	15	0
ENSG00000246203.2	0	0	0	0	0	0	1	7
ENSG00000241852.5	13	1	1	0	5	0	0	0
ENSG00000113811.6	2	0	0	0	8	0	0	0
ENSG00000205485.9	0	0	0	0	0	0	32	782
ENSG00000115234.6	20	6	26	0	95	0	0	0
ENSG00000181404.13	0	0	0	0	0	0	2	17
ENSG00000113161.11	37	4	16	0	110	0	0	0
ENSG00000173276.9	2	2	4	0	56	0	0	0
ENSG00000166839.12	0	0	0	0	3	0	0	0
ENSG00000002822.11	62	37	0	0	6058	0	0	0
ENSG00000168758.6	60	35	77	0	510	0	0	0
ENSG00000175155.4	0	1	15	0	178	0	0	0
ENSG00000224400.1	0	0	0	0	0	0	0	1
ENSG00000254055.1	0	0	0	0	0	0	0	1
ENSG00000196275.9	0	0	0	0	6	0	0	0
ENSG00000110756.13	6	1	1	0	50	0	0	0
ENSG00000177469.12	2	1	20	0	45	0	0	0
ENSG00000197332.7	0	0	0	0	0	0	1	17
ENSG00000229711.1	0	0	0	0	0	0	1	0
ENSG00000229992.1	0	0	0	0	0	0	2	0
ENSG00000260197.1	0	0	0	0	0	0	6	0
ENSG00000011198.3	1	1	0	0	17	0	0	7
ENSG00000166821.4	6	0	1	0	7	0	0	1
ENSG00000136279.14	27	0	156	0	267	0	0	0
ENSG00000111252.6	7	10	4	0	402	0	0	0
ENSG00000110274.10	24	13	8	0	201	0	0	0
ENSG00000157827.15	136	165	29	0	5549	0	0	0
ENSG00000159596.6	3	2	1	0	10	0	0	0
ENSG00000123737.8	2	0	0	0	32	0	0	0
ENSG00000213689.5	6	7	1	0	2	0	0	0
ENSG00000204219.5	15	21	24	0	542	0	0	0
ENSG00000239195.1	0	0	0	0	0	0	13	0
ENSG00000182095.10	234	95	49	0	3595	0	0	0
ENSG00000254303.1	0	0	0	0	0	0	0	2
ENSG00000182165.13	0	0	0	0	0	0	1	10
ENSG00000226900.1	0	0	0	0	0	0	0	14
ENSG00000213901.6	20	1	0	0	48	0	19	173
ENSG00000263667.1	0	0	0	0	0	0	1	0
ENSG00000196834.7	1	0	1	0	1	0	0	0
ENSG00000168288.8	1	4	0	0	28	0	0	0
ENSG00000132437.13	5	0	1	0	189	0	0	0
ENSG00000213563.2	56	4	55	0	51	0	0	0
ENSG00000225822.3	0	0	0	0	0	0	2	0
ENSG00000155229.16	32	0	6	0	100	0	0	0
ENSG00000236519.1	0	0	0	0	0	0	3	7
ENSG00000158435.3	11	0	14	0	94	0	0	0
ENSG00000267114.1	0	0	0	0	3	0	0	0
ENSG00000119729.6	6	51	3	0	178	0	0	23
ENSG00000065559.10	5	0	8	0	291	0	0	0
ENSG00000154099.13	1	0	0	0	0	0	0	0
ENSG00000147100.5	0	0	0	0	1	0	0	0
ENSG00000108984.9	0	0	2	0	66	0	0	0
ENSG00000224877.3	9	0	4	0	52	0	0	0
ENSG00000054690.9	17	0	6	0	91	0	0	0
ENSG00000272305.1	0	0	0	0	0	0	3	209
ENSG00000141337.8	2	0	10	0	276	0	0	0
ENSG00000116017.6	81	19	493	0	2004	0	3	0
ENSG00000182578.9	0	0	0	0	1	0	0	0
ENSG00000227165.3	0	0	0	0	0	0	2	16
ENSG00000140743.3	13	7	10	0	468	0	2	1
ENSG00000105339.6	4	0	3	0	45	0	0	0
ENSG00000006062.9	0	0	0	0	0	0	18	143
ENSG00000184661.9	2	8	1	0	53	0	0	0
ENSG00000253929.1	0	0	0	0	0	0	0	1
ENSG00000125835.13	41	8	22	0	112	0	0	0
ENSG00000116539.6	56	38	21	0	317	0	0	0
ENSG00000181381.9	0	0	0	0	1	0	0	1
ENSG00000116731.18	11	0	28	0	142	0	0	0
ENSG00000269110.1	0	0	0	0	0	0	1	43
ENSG00000257242.2	0	0	0	0	26	0	1	0
ENSG00000142661.14	17	2	12	0	200	0	0	0
ENSG00000104973.10	27	0	0	0	339	0	0	0
ENSG00000258559.2	0	0	0	0	0	0	32	138
ENSG00000173611.13	4	1	14	0	335	0	0	0
ENSG00000140525.13	13	0	1	0	66	0	0	0
ENSG00000185670.7	3	1	1	0	1	0	0	3
ENSG00000159761.10	5	1	0	0	5	0	0	0
ENSG00000187650.3	2	0	10	0	3	0	0	0
ENSG00000252339.1	0	0	0	0	0	0	1	0
ENSG00000198087.7	11	6	15	0	333	0	0	0
ENSG00000160888.6	3	25	15	0	67	0	0	0
ENSG00000160460.11	0	0	0	0	2	0	0	0
ENSG00000203392.2	1	0	0	0	0	0	0	0
ENSG00000143106.8	4	0	1	0	66	0	0	0
ENSG00000128829.7	20	1	4	0	182	0	0	0
ENSG00000167107.8	51	0	0	0	1213	0	0	0
ENSG00000237499.2	0	0	0	0	0	0	1	8
ENSG00000254698.1	0	0	0	0	0	0	0	55
ENSG00000105700.6	3	10	8	0	13	0	0	0
ENSG00000197550.3	0	0	0	0	0	0	0	3
ENSG00000200718.1	0	0	0	0	0	0	1	0
ENSG00000273000.1	0	0	0	0	0	0	53	671
ENSG00000052723.7	1	0	3	0	6	0	0	0
ENSG00000016864.12	5	7	3	0	23	0	0	0
ENSG00000267009.2	0	0	0	0	0	0	18	224
ENSG00000117676.9	8	5	0	0	152	0	0	0
ENSG00000123131.8	10	0	0	0	9	0	0	0
ENSG00000185298.8	19	1	21	0	85	0	0	0
ENSG00000186090.6	1	0	0	0	0	0	0	0
ENSG00000189079.11	17	0	12	0	432	0	0	0
ENSG00000258057.1	0	0	0	0	0	0	0	1
ENSG00000142794.14	1	1	0	0	26	0	0	0
ENSG00000257017.4	18	0	0	0	12	0	0	0
ENSG00000057252.8	11	1	18	0	70	0	0	0
ENSG00000273189.1	0	0	0	0	0	0	20	14
ENSG00000135446.12	32	24	3	0	32	0	0	0
ENSG00000147324.6	19	8	26	0	412	0	0	0
ENSG00000241769.3	0	0	0	0	0	0	24	65
ENSG00000148057.11	2	5	0	0	15	0	0	0
ENSG00000174446.8	2	0	8	0	4	0	0	0
ENSG00000139971.11	0	0	0	0	1	0	8	205
ENSG00000119965.8	3	0	1	0	34	0	0	0
ENSG00000048405.5	1	4	2	0	18	0	3	81
ENSG00000106809.6	0	0	0	0	2	0	0	0
ENSG00000272846.1	0	0	0	0	0	0	9	574
ENSG00000118894.10	3	0	2	0	32	0	0	0
ENSG00000116819.6	1	0	0	0	23	0	0	0
ENSG00000251279.1	0	0	0	0	0	0	0	12
ENSG00000140675.8	6	0	1	0	16	0	0	0
ENSG00000225775.1	0	0	0	0	0	0	0	1
ENSG00000149480.2	17	41	9	0	104	0	0	0
ENSG00000010278.7	1	5	1	0	28	0	0	0
ENSG00000161057.6	4	0	1	0	34	0	0	0
ENSG00000247400.3	0	0	0	0	0	0	1	0
ENSG00000250240.1	0	0	0	0	0	0	0	1
ENSG00000105619.9	5	2	0	0	49	0	0	0
ENSG00000260751.2	0	0	0	0	0	0	6	0
ENSG00000248243.1	0	0	0	0	0	0	0	2
ENSG00000114107.4	0	0	2	0	65	0	0	0
ENSG00000250950.1	0	0	0	0	0	0	1	1
ENSG00000164597.9	10	0	21	0	553	0	0	0
ENSG00000088247.11	81	16	128	0	223	0	0	0
ENSG00000257497.1	0	0	0	0	0	0	0	3
ENSG00000261476.1	0	0	0	0	0	0	0	2
ENSG00000138640.10	5	0	0	0	51	0	0	2
ENSG00000267347.1	0	0	0	0	0	0	0	6
ENSG00000162878.8	36	22	37	0	115	0	0	0
ENSG00000243620.1	0	0	0	0	0	0	0	2
ENSG00000136379.7	3	1	8	0	97	0	0	0
ENSG00000178982.5	11	4	6	0	84	0	0	0
ENSG00000108479.7	8	1	5	0	92	0	0	0
ENSG00000273142.1	0	0	0	0	0	0	70	0
ENSG00000157927.12	2	0	0	0	3	0	0	0
ENSG00000079739.11	10	5	4	0	138	0	0	0
ENSG00000259921.1	0	0	0	0	0	0	1	0
ENSG00000107338.8	21	13	38	0	2405	0	0	0
ENSG00000138759.13	146	15	53	0	2562	0	0	0
ENSG00000116044.11	26	46	8	0	959	0	0	0
ENSG00000136425.8	1	0	0	0	5	0	0	0
ENSG00000103932.7	38	3	1	0	71	0	0	0
ENSG00000198938.2	333	0	0	0	0	0	0	0
ENSG00000253616.1	0	0	0	0	0	0	0	1
ENSG00000231690.2	0	0	0	0	0	0	4	16
ENSG00000269892.1	0	0	0	0	0	0	1	0
ENSG00000248098.6	5	0	2	0	166	0	0	0
ENSG00000137309.15	45	33	21	0	241	0	0	0
ENSG00000234231.2	0	0	0	0	0	0	1	1
ENSG00000114541.10	1	1	0	0	7	0	0	0
ENSG00000049089.9	76	2	11	0	139	0	0	0
ENSG00000124562.5	7	5	2	0	25	0	0	0
ENSG00000241634.1	0	0	0	0	0	0	2	0
ENSG00000210174.1	0	0	0	0	0	0	2	0
ENSG00000182010.6	0	1	3	0	59	0	0	0
ENSG00000138356.9	6	0	2	0	49	0	0	0
ENSG00000172794.15	0	1	5	0	8	0	0	0
ENSG00000042813.3	0	0	0	0	2	0	0	0
ENSG00000228540.1	0	0	0	0	0	0	0	1
ENSG00000018510.8	20	0	51	0	523	0	0	0
ENSG00000232656.3	0	0	0	0	0	0	0	4
ENSG00000133687.11	0	0	0	0	15	0	0	0
ENSG00000204356.7	17	5	0	0	19	0	0	0
ENSG00000172965.10	0	0	0	0	0	0	43	921
ENSG00000102781.9	0	3	7	0	106	0	0	0
ENSG00000091536.12	0	0	0	0	18	0	0	0
ENSG00000080854.10	0	0	1	0	2	0	0	0
ENSG00000103343.8	2	2	4	0	3	0	0	0
ENSG00000213780.6	26	1	63	0	39	0	0	0
ENSG00000165782.6	15	8	11	0	37	0	0	0
ENSG00000169715.10	3	0	0	0	1	0	0	0
ENSG00000105856.9	7	14	5	0	57	0	0	0
ENSG00000256690.1	0	0	0	0	0	0	2	0
ENSG00000224462.2	0	0	0	0	0	0	0	1
ENSG00000237658.1	0	0	0	0	0	0	0	19
ENSG00000185236.7	8	2	103	0	122	0	0	0
ENSG00000173540.8	10	5	33	0	9	0	0	0
ENSG00000236915.1	0	0	0	0	0	0	0	4
ENSG00000173914.7	4	10	3	0	12	0	0	0
ENSG00000171298.8	122	15	123	0	725	0	0	0
ENSG00000166473.12	0	0	0	0	0	0	6	26
ENSG00000120784.11	3	14	1	0	77	0	0	0
ENSG00000258474.1	0	3	0	0	5	0	0	0
ENSG00000201356.1	0	0	0	0	0	0	1	0
ENSG00000169684.9	1	0	0	0	9	0	0	0
ENSG00000230490.2	0	0	0	0	0	0	5	974
ENSG00000222894.1	0	0	0	0	0	0	2	0
ENSG00000185437.9	1	1	0	0	4	0	0	0
ENSG00000236842.1	0	0	0	0	0	0	0	1
ENSG00000229692.3	0	0	0	0	0	0	8	1
ENSG00000148356.9	10	12	42	0	325	0	0	0
ENSG00000113575.5	16	8	41	0	114	0	0	0
ENSG00000120686.7	1	1	6	0	14	0	0	0
ENSG00000268869.1	0	0	0	0	0	0	1	22
ENSG00000272502.1	0	0	0	0	0	0	19	0
ENSG00000256802.2	0	0	0	0	0	0	1	1
ENSG00000251606.1	0	0	0	0	4	0	0	0
ENSG00000177352.9	5	1	0	0	5	0	0	0
ENSG00000258365.1	0	0	0	0	0	0	0	5
ENSG00000225630.1	0	0	0	0	0	0	1	0
ENSG00000237753.1	0	0	0	0	0	0	0	1
ENSG00000260111.1	0	0	0	0	0	0	1	4
ENSG00000164292.8	4	2	15	0	83	0	0	0
ENSG00000182253.10	7	0	5	0	11	0	0	0
ENSG00000154229.7	13	1	99	0	3746	0	1	0
ENSG00000104852.10	218	22	21	0	5074	0	1	0
ENSG00000169967.12	8	10	57	0	538	0	0	0
ENSG00000005955.8	15	6	9	0	120	0	0	0
ENSG00000161326.8	1	9	5	0	45	0	0	0
ENSG00000216863.5	0	0	0	0	0	0	1	0
ENSG00000222898.1	0	0	0	0	0	0	3	0
ENSG00000214216.6	0	0	1	0	0	0	0	0
ENSG00000100749.3	4	1	3	0	160	0	0	0
ENSG00000159214.8	2	1	0	0	8	0	0	0
ENSG00000005075.11	2	0	2	0	13	0	0	0
ENSG00000135441.3	4	1	1	0	5	0	0	0
ENSG00000231852.2	10	5	0	0	4	0	0	0
ENSG00000196074.8	0	0	0	0	4	0	0	0
ENSG00000130775.11	1	0	1	0	2	0	0	0
ENSG00000255301.1	0	0	0	0	0	0	7	9
ENSG00000164924.13	7	58	44	0	162	0	0	0
ENSG00000272742.1	0	0	0	0	0	0	0	1
ENSG00000188690.8	0	6	5	0	98	0	0	0
ENSG00000006377.9	0	9	0	0	9	0	0	0
ENSG00000130479.6	6	4	0	0	68	0	0	0
ENSG00000132677.8	254	3	85	0	495	0	0	0
ENSG00000130193.7	6	0	87	0	74	0	0	0
ENSG00000198863.3	16	0	27	0	42	0	0	0
ENSG00000240591.1	0	0	0	0	0	0	0	1
ENSG00000169490.12	1	0	1	0	3	0	0	0
ENSG00000183773.11	29	12	3	0	415	0	0	0
ENSG00000188171.10	2	0	2	0	31	0	0	0
ENSG00000180758.10	4	2	6	0	66	0	0	0
ENSG00000263834.1	0	0	0	0	0	0	4	0
ENSG00000106733.16	0	1	0	0	20	0	0	0
ENSG00000210176.1	0	0	0	0	0	0	159	0
ENSG00000267281.2	2	0	2	0	254	0	0	0
ENSG00000223820.5	0	0	0	0	0	0	0	2
ENSG00000200959.1	0	0	0	0	0	0	60	0
ENSG00000105750.10	0	0	0	0	8	0	0	0
ENSG00000207205.1	0	0	0	0	0	0	2	0
ENSG00000148943.7	8	0	48	0	12	0	0	0
ENSG00000153037.8	3	0	6	0	31	0	0	0
ENSG00000258989.1	0	0	0	0	28	0	0	0
ENSG00000146648.11	2	0	5	0	213	0	0	0
ENSG00000175600.11	3	0	1	0	652	0	0	0
ENSG00000153561.8	11	3	100	0	96	0	0	0
ENSG00000261390.1	0	0	0	0	0	0	0	2
ENSG00000167562.7	0	1	4	0	3	0	0	18
ENSG00000123870.9	0	0	0	0	0	0	0	2
ENSG00000117983.13	5	0	0	0	16	0	0	0
ENSG00000119725.13	0	5	3	0	38	0	0	0
ENSG00000176571.7	0	0	0	0	4	0	0	0
ENSG00000106484.10	2	2	3	0	12	0	0	0
ENSG00000212571.1	0	0	0	0	0	0	1	0
ENSG00000205730.5	21	4	32	0	0	0	0	0
ENSG00000133226.12	26	2	3	0	91	0	0	0
ENSG00000138778.7	5	0	0	0	67	0	0	0
ENSG00000216588.4	0	1	1	0	50	0	0	0
ENSG00000138308.5	0	0	0	0	3	0	0	0
ENSG00000273343.1	0	0	0	0	0	0	1	0
ENSG00000243609.1	0	0	0	0	0	0	2	0
ENSG00000273361.1	0	0	0	0	0	0	8	0
ENSG00000168306.8	6	1	0	0	84	0	0	0
ENSG00000176209.7	0	2	1	0	10	0	0	0
ENSG00000117523.11	101	7	18	0	273	0	0	0
ENSG00000106348.12	11	3	4	0	195	0	0	0
ENSG00000136521.8	5	0	1	0	22	0	0	0
ENSG00000141527.12	0	0	0	0	1	0	0	0
ENSG00000164898.8	1	2	0	0	5	0	0	15
ENSG00000119720.13	8	0	5	0	53	0	0	0
ENSG00000186115.8	0	0	0	0	33	0	0	0
ENSG00000131188.7	2	0	1	0	60	0	0	0
ENSG00000244349.1	0	0	0	0	0	0	0	1
ENSG00000171606.13	12	15	0	0	226	0	0	0
ENSG00000270804.1	0	0	0	0	0	0	4	0
ENSG00000172936.8	4	0	11	0	53	0	0	0
ENSG00000168813.12	5	4	3	0	101	0	0	0
ENSG00000136485.10	17	2	68	0	141	0	0	0
ENSG00000196696.8	0	0	0	0	0	0	39	241
ENSG00000170917.9	1	0	0	0	7	0	1	1
ENSG00000199477.1	0	0	0	0	0	0	46	0
ENSG00000099889.9	76	3	83	0	1001	0	0	0
ENSG00000235169.3	5	12	6	0	41	0	0	0
ENSG00000083312.13	21	1	97	0	205	0	0	0
ENSG00000163558.8	1	2	7	0	56	0	0	0
ENSG00000257526.1	0	0	0	0	0	0	0	6
ENSG00000167460.10	13	30	17	0	125	0	0	0
ENSG00000227373.1	0	0	0	0	0	0	1	4
ENSG00000166762.12	0	2	0	0	33	0	0	0
ENSG00000155542.7	1	2	0	0	6	0	0	0
ENSG00000118260.10	2	5	14	0	266	0	0	0
ENSG00000041515.11	0	0	0	0	1	0	0	0
ENSG00000269621.1	0	0	0	0	0	0	0	1
ENSG00000225750.1	0	0	0	0	0	0	0	6
ENSG00000207780.1	0	0	0	0	0	0	1	0
ENSG00000161265.10	3	0	0	0	8	0	1	0
ENSG00000251141.1	0	0	0	0	0	0	0	10
ENSG00000255495.1	0	0	0	0	0	0	27	0
ENSG00000111711.5	0	0	10	0	25	0	0	0
ENSG00000258311.1	1	0	4	0	11	0	0	0
ENSG00000238531.1	0	0	0	0	0	0	10	0
ENSG00000199075.1	0	0	0	0	0	0	3	0
ENSG00000198750.7	0	0	0	0	11	0	0	0
ENSG00000205702.6	0	0	0	0	0	0	19	25
ENSG00000253347.1	0	0	0	0	0	0	1	26
ENSG00000170234.8	6	0	1	0	73	0	0	1
ENSG00000145113.17	1	0	0	0	1	0	0	0
ENSG00000253710.1	4	0	3	0	39	0	0	0
ENSG00000116337.11	157	120	177	0	631	0	0	0
ENSG00000053770.7	4	1	3	0	9	0	0	0
ENSG00000222301.1	0	0	0	0	0	0	1	0
ENSG00000177508.11	17	13	25	0	24	0	0	0
ENSG00000125618.12	0	0	2	0	2	0	0	0
ENSG00000166948.5	0	0	0	0	1	0	0	0
ENSG00000201595.1	0	0	0	0	0	0	1	0
ENSG00000186501.10	3	0	28	0	60	0	0	0
ENSG00000161912.13	0	0	0	0	0	0	2	9
ENSG00000092330.11	13	2	4	0	4	0	0	0
ENSG00000260853.1	0	0	0	0	0	0	0	1
ENSG00000142871.11	2	0	4	0	2	0	0	0
ENSG00000185920.11	4	0	12	0	91	0	0	0
ENSG00000105355.4	18	11	2	0	30	0	0	0
ENSG00000249915.3	4	2	11	0	639	0	1	87
ENSG00000265683.1	0	0	0	0	0	0	1	0
ENSG00000232320.5	0	0	0	0	0	0	1	0
ENSG00000213588.4	2	2	1	0	3	0	0	0
ENSG00000124615.13	6	0	9	0	99	0	1	5
ENSG00000227579.1	0	0	0	0	0	0	0	3
ENSG00000175463.7	4	0	0	0	34	0	0	0
ENSG00000164713.5	6	0	2	0	124	0	1	52
ENSG00000136715.13	14	4	3	0	185	0	0	0
ENSG00000163166.9	23	6	1	0	176	0	1	28
ENSG00000103723.8	0	0	0	0	1	0	0	0
ENSG00000049283.13	0	0	4	0	2	0	0	0
ENSG00000112304.6	0	1	1	0	30	0	0	0
ENSG00000173456.4	7	0	8	0	0	0	0	0
ENSG00000107859.5	0	0	0	0	1	0	0	0
ENSG00000136114.11	0	2	0	0	2	0	0	0
ENSG00000197321.10	23	1	1	0	355	0	0	0
ENSG00000115657.8	71	41	8	0	305	0	0	0
ENSG00000022556.11	0	0	0	0	2	0	0	0
ENSG00000213988.5	1	0	0	0	21	0	0	2
ENSG00000213971.3	0	0	0	0	0	0	17	31
ENSG00000227927.2	0	0	0	0	0	0	0	4
ENSG00000232527.3	0	0	0	0	0	0	2	202
ENSG00000261643.1	0	0	0	0	0	0	8	0
ENSG00000204623.4	0	0	0	0	0	0	58	61
ENSG00000267852.1	0	0	0	0	0	0	0	3
ENSG00000231188.1	0	0	0	0	0	0	0	3
ENSG00000015413.5	5	3	0	0	27	0	0	0
ENSG00000182459.4	1	0	0	0	0	0	0	0
ENSG00000101638.9	0	0	0	0	13	0	0	0
ENSG00000200895.1	0	0	0	0	0	0	3	0
ENSG00000163083.5	3	0	1	0	0	0	0	0
ENSG00000198393.3	2	7	0	0	26	0	0	0
ENSG00000167978.12	713	44	184	0	1400	0	0	4
ENSG00000007062.7	1	2	1	0	56	0	0	0
ENSG00000123146.15	2	0	1	0	11	0	0	0
ENSG00000154001.9	0	8	8	0	478	0	0	0
ENSG00000150201.10	0	0	0	0	1	0	0	0
ENSG00000231050.1	0	0	0	0	0	0	7	0
ENSG00000088727.8	0	5	1	0	31	0	0	0
ENSG00000228144.2	0	0	0	0	0	0	4	94
ENSG00000217075.1	0	0	0	0	24	0	0	0
ENSG00000174483.15	12	0	20	0	43	0	0	0
ENSG00000172007.5	2	8	0	0	22	0	0	0
ENSG00000112367.6	0	0	0	0	60	0	0	0
ENSG00000103067.7	54	0	42	0	250	0	0	0
ENSG00000164535.10	21	19	1	0	626	0	0	0
ENSG00000249055.1	0	0	0	0	0	0	2	0
ENSG00000122965.6	56	0	96	0	841	0	0	0
ENSG00000198055.6	14	9	15	0	256	0	0	0
ENSG00000123144.6	17	1	7	0	57	0	0	0
ENSG00000051596.5	3	0	6	0	100	0	0	0
ENSG00000197355.6	15	2	27	0	79	0	0	0
ENSG00000239900.7	17	1	3	0	173	0	0	0
ENSG00000114062.13	6	16	11	0	245	0	0	0
ENSG00000272183.1	0	0	0	0	0	0	9	0
ENSG00000271538.1	0	0	0	0	0	0	0	12
ENSG00000154309.7	0	0	0	0	58	0	0	87
ENSG00000168538.11	4	0	4	0	39	0	0	0
ENSG00000161791.9	0	1	4	0	17	0	0	0
ENSG00000173852.9	1	0	4	0	103	0	0	0
ENSG00000128159.7	204	10	1	0	666	0	1	0
ENSG00000209480.1	0	0	0	0	0	0	70	0
ENSG00000164037.12	0	0	0	0	4	0	0	0
ENSG00000139436.16	24	0	19	0	377	0	0	0
ENSG00000255139.1	0	0	0	0	0	0	0	3
ENSG00000198113.2	6	7	50	0	18	0	0	0
ENSG00000236104.2	19	2	12	0	14	0	0	0
ENSG00000166024.9	3	0	0	0	197	0	0	0
ENSG00000198074.5	16	3	5	0	188	0	0	0
ENSG00000248458.2	0	0	0	0	1	0	0	0
ENSG00000171345.9	11	1	0	0	8	0	0	0
ENSG00000116903.6	3	0	1	0	0	0	0	0
ENSG00000213197.3	0	0	0	0	0	0	18	0
ENSG00000134987.7	6	0	10	0	36	0	0	0
ENSG00000163964.9	1	1	1	0	4	0	0	0
ENSG00000256546.1	0	0	0	0	0	0	6	15
ENSG00000201302.1	0	0	0	0	0	0	24	0
ENSG00000132604.6	26	7	28	0	116	0	0	0
ENSG00000175505.9	1	2	2	0	56	0	0	0
ENSG00000171453.13	6	0	0	0	109	0	0	0
ENSG00000166126.6	33	7	31	0	276	0	31	32
ENSG00000243480.3	0	0	0	0	1	0	0	0
ENSG00000136155.12	0	0	0	0	1	0	0	0
ENSG00000168522.8	4	1	2	0	93	0	0	1
ENSG00000086015.16	35	6	0	0	654	0	0	0
ENSG00000134551.8	0	0	0	0	1	0	0	0
ENSG00000239801.1	0	0	0	0	0	0	0	1
ENSG00000242818.2	0	0	0	0	0	0	2	0
ENSG00000233006.2	0	0	0	0	0	0	2	91
ENSG00000258077.2	0	0	0	0	0	0	0	19
ENSG00000233266.1	0	0	0	0	0	0	1	0
ENSG00000104221.8	28	0	8	0	3	0	0	0
ENSG00000116212.10	1	6	1	0	60	0	0	0
ENSG00000172731.9	6	2	88	0	253	0	0	0
ENSG00000265213.1	0	0	0	0	0	0	1	0
ENSG00000143436.6	3	0	0	0	9	0	0	0
